product_id,product_name,category,price
226,Factor,Furniture,74719
227,Happen,Electronics,38442
228,Safe,Furniture,86092
229,Safe,Electronics,78960
230,Become,Electronics,2357
231,Eight,Furniture,27464
232,Very,Grocery,25072
233,Pressure,Grocery,26754
234,Close,Grocery,80869
235,Debate,Grocery,81523
236,Bill,Grocery,29420
237,Blood,Furniture,20908
238,Whose,Furniture,52489
239,Sort,Clothing,95790
240,Nearly,Grocery,34873
241,Reveal,Furniture,51268
242,Break,Clothing,27847
243,Energy,Grocery,76496
244,Always,Electronics,83792
245,Debate,Clothing,57605
246,Month,Furniture,85996
247,Act,Electronics,18235
248,Maintain,Electronics,90987
249,To,Electronics,96135
250,Under,Clothing,47477
251,Wear,Furniture,23654
252,Evidence,Electronics,62591
253,Institution,Grocery,55721
254,Page,Electronics,58383
255,Order,Electronics,85240
256,Key,Clothing,17023
257,Appear,Clothing,47691
258,Time,Furniture,62361
259,Unit,Grocery,54436
260,Billion,Clothing,74183
261,Peace,Electronics,61048
262,Set,Furniture,33102
263,Why,Electronics,80198
264,Short,Electronics,73116
265,Item,Clothing,26772
266,Price,Furniture,4313
267,Side,Grocery,10393
268,Require,Grocery,55960
269,Fly,Clothing,62607
270,Significant,Clothing,57234
271,Strong,Furniture,2200
272,Western,Grocery,62097
273,Right,Grocery,28272
274,National,Grocery,20232
275,Game,Electronics,18299
276,Article,Grocery,36709
277,Relationship,Electronics,43065
278,Around,Furniture,8116
279,Firm,Electronics,39879
280,Listen,Furniture,31981
281,Executive,Grocery,82694
282,Require,Grocery,24572
283,Spend,Furniture,51913
284,Present,Clothing,36121
285,Along,Furniture,54231
286,Factor,Clothing,24187
287,Send,Electronics,12928
288,Especially,Electronics,61710
289,Government,Electronics,96764
290,Decade,Grocery,1501
291,International,Electronics,85279
292,Treatment,Clothing,15293
293,That,Electronics,92489
294,That,Furniture,44964
295,Modern,Furniture,20407
296,Customer,Grocery,19711
297,Whose,Furniture,43891
298,Civil,Clothing,12050
299,Poor,Electronics,76340
300,Soldier,Grocery,77503
301,Mr,Electronics,2845
302,Let,Electronics,55343
303,Various,Clothing,3966
304,House,Furniture,32345
305,Director,Furniture,44824
306,Personal,Electronics,71454
307,Production,Grocery,51474
308,Investment,Furniture,30216
309,Law,Grocery,81129
310,Their,Furniture,93674
311,Middle,Grocery,20547
312,Its,Clothing,30531
313,Laugh,Grocery,18008
314,Him,Clothing,29436
315,Heavy,Clothing,41092
316,Live,Grocery,55450
317,Investment,Clothing,69661
318,Majority,Electronics,52055
319,Grains,Clothing,61340
320,Network,Furniture,20193
321,Live,Grocery,6255
322,What,Electronics,46707
323,Detail,Grocery,33587
324,Service,Furniture,55768
325,Allow,Furniture,21063
326,Single,Furniture,50224
327,Consider,Clothing,52970
328,Official,Clothing,56647
329,Whatever,Grocery,64210
330,Child,Grocery,53654
331,Without,Electronics,21036
332,Laugh,Electronics,4526
333,Yet,Grocery,88939
334,However,Clothing,27706
335,Wife,Furniture,47932
336,Item,Grocery,28251
337,Nice,Electronics,79403
338,Determine,Clothing,11408
339,Action,Grocery,62622
340,Treatment,Grocery,45771
341,Say,Clothing,90406
342,Detail,Grocery,94208
343,Same,Clothing,2304
344,Tough,Furniture,92869
345,Force,Clothing,87365
346,Young,Clothing,31231
347,Dream,Clothing,52528
348,Rich,Grocery,33970
349,Quality,Grocery,49167
350,Magazine,Clothing,58685
351,Travel,Grocery,21707
352,Section,Electronics,25068
353,Generation,Electronics,99034
354,Room,Grocery,12008
355,World,Grocery,26523
356,According,Clothing,74807
357,Laugh,Furniture,78357
358,Bring,Grocery,61315
359,Local,Electronics,55935
360,Resource,Clothing,49529
361,Per,Grocery,82252
362,Political,Electronics,38558
363,Grains,Electronics,46269
364,Take,Furniture,7759
365,Happen,Clothing,60714
366,Do,Clothing,77340
367,Arrive,Furniture,32893
368,Toward,Furniture,46573
369,Stuff,Clothing,96862
370,Agent,Clothing,89488
371,Possible,Grocery,97718
372,Hope,Grocery,88430
373,Save,Furniture,55851
374,Politics,Grocery,79015
375,Owner,Electronics,54354
376,Agent,Grocery,7106
377,General,Grocery,74318
378,Painting,Electronics,65444
379,Or,Furniture,33940
380,Continue,Electronics,32530
381,Risk,Grocery,23191
382,American,Furniture,33083
383,Scientist,Grocery,24089
384,Try,Electronics,75551
385,Stand,Electronics,19090
386,Campaign,Grocery,90370
387,Inside,Clothing,80460
388,Again,Clothing,36181
389,Number,Electronics,11133
390,Avoid,Electronics,16341
391,Pick,Clothing,6039
392,Deep,Clothing,47662
393,Receive,Grocery,35163
394,Weight,Grocery,76821
395,Candidate,Clothing,27145
396,Blue,Grocery,44869
397,TRUE,Grocery,47218
398,Alone,Furniture,84803
399,Affect,Grocery,21725
400,Light,Electronics,27176
401,Soon,Grocery,64905
402,President,Grocery,44705
403,Us,Clothing,84665
404,Less,Electronics,88609
405,Phone,Grocery,39221
406,Society,Grocery,65201
407,Not,Furniture,31533
408,Vote,Grocery,43409
409,Miss,Grocery,67568
410,Environment,Furniture,44354
411,Several,Clothing,67393
412,Actually,Grocery,96358
413,Send,Furniture,37953
414,Now,Electronics,38505
415,Event,Clothing,66752
416,Matter,Electronics,43627
417,Her,Electronics,77327
418,System,Furniture,592
419,Item,Grocery,93518
420,Possible,Furniture,8911
421,For,Furniture,93444
422,Health,Furniture,24372
423,Pressure,Furniture,94035
424,Nothing,Clothing,72110
425,Together,Grocery,92592
426,Size,Electronics,47253
427,Up,Electronics,54210
428,Man,Grocery,14079
429,Analysis,Electronics,28428
430,Dinner,Grocery,12967
431,Certain,Electronics,59334
432,Also,Furniture,25951
433,Support,Electronics,31379
434,Institution,Grocery,96163
435,Certainly,Grocery,73502
436,Address,Grocery,15549
437,Soon,Grocery,76321
438,You,Grocery,89180
439,Mr,Clothing,5551
440,Across,Clothing,87278
441,Camera,Electronics,41416
442,Firm,Grocery,63164
443,Believe,Electronics,63861
444,History,Grocery,38970
445,Believe,Grocery,96666
446,Answer,Clothing,30973
447,Entire,Clothing,58727
448,Example,Furniture,66255
449,And,Clothing,99286
450,Business,Furniture,25472
451,Whom,Furniture,3742
452,Evening,Furniture,28101
453,Material,Furniture,34164
454,Detail,Furniture,94926
455,Art,Electronics,14222
456,Number,Clothing,24920
457,Soon,Furniture,68531
458,Economy,Grocery,55845
459,Government,Clothing,50181
460,Response,Clothing,71002
461,Laugh,Furniture,8811
462,Meeting,Electronics,85232
463,Total,Furniture,18893
464,While,Electronics,8299
465,Cost,Grocery,76353
466,Foreign,Clothing,36291
467,Throughout,Grocery,10311
468,Lot,Electronics,63169
469,Half,Electronics,88996
470,Where,Grocery,56846
471,Specific,Electronics,21642
472,Type,Grocery,31412
473,Again,Clothing,45342
474,World,Grocery,93883
475,Guy,Clothing,87993
476,Nation,Grocery,55488
477,Despite,Electronics,27791
478,Member,Grocery,78060
479,Seat,Electronics,84488
480,Every,Grocery,22701
481,Yard,Grocery,18120
482,Defense,Furniture,8255
483,Ready,Electronics,69219
484,During,Furniture,81151
485,Book,Electronics,36877
486,Scientist,Furniture,19810
487,Share,Clothing,24632
488,High,Grocery,18701
489,Central,Electronics,63327
490,Claim,Electronics,5067
491,Type,Grocery,84389
492,Anyone,Electronics,20122
493,Human,Electronics,43563
494,Cold,Furniture,74771
495,Local,Electronics,5822
496,Throw,Clothing,27513
497,Not,Clothing,92872
498,Between,Grocery,81150
499,Picture,Electronics,85967
500,Evidence,Grocery,83696
501,System,Clothing,66832
502,Respond,Electronics,12397
503,Leader,Electronics,68423
504,Unit,Grocery,23916
505,Age,Clothing,40795
506,Position,Electronics,19802
507,Difficult,Grocery,25342
508,Dog,Clothing,55941
509,Reveal,Grocery,67812
510,Strategy,Furniture,85763
511,Difference,Electronics,92864
512,Rock,Furniture,53674
513,Thought,Clothing,85844
514,Economy,Furniture,28582
515,Wait,Furniture,9271
516,Artist,Clothing,99032
517,Want,Grocery,3796
518,Then,Furniture,20158
519,Resource,Grocery,20413
520,Role,Furniture,19249
521,Must,Grocery,53621
522,Drive,Clothing,45840
523,Speak,Furniture,5056
524,Pretty,Clothing,75831
525,Group,Furniture,82712
526,State,Clothing,66741
527,Trade,Clothing,63911
528,Society,Furniture,52260
529,Hotel,Furniture,51413
530,Marriage,Furniture,63332
531,Store,Electronics,15517
532,Why,Grocery,24829
533,Area,Electronics,30199
534,Owner,Electronics,98234
535,Free,Clothing,30061
536,Identify,Furniture,12702
537,Project,Grocery,9356
538,Cut,Clothing,86220
539,Second,Electronics,34781
540,Let,Furniture,91428
541,Tax,Clothing,87540
542,Enter,Furniture,64889
543,Friend,Clothing,43461
544,Edge,Furniture,64603
545,Good,Electronics,34640
546,Sport,Grocery,26636
547,Court,Electronics,84800
548,Raise,Grocery,63143
549,Across,Furniture,78632
550,Community,Clothing,56675
551,Something,Electronics,2971
552,Stuff,Grocery,46102
553,Through,Electronics,49912
554,Provide,Grocery,22726
555,Local,Electronics,60079
556,Assume,Grocery,76157
557,When,Grocery,66768
558,Rate,Furniture,99103
559,Indeed,Grocery,80170
560,Admit,Furniture,89490
561,Food,Grocery,43098
562,Again,Clothing,63914
563,Wonder,Clothing,45707
564,Second,Clothing,7912
565,Bar,Grocery,61944
566,Music,Furniture,70193
567,Call,Furniture,2279
568,Card,Grocery,43898
569,Pull,Clothing,74701
570,Music,Clothing,8375
571,Me,Furniture,50674
572,Treatment,Clothing,47957
573,About,Electronics,20800
574,They,Furniture,39564
575,Science,Clothing,42451
576,Local,Furniture,93430
577,Above,Electronics,94419
578,Art,Furniture,82634
579,Account,Furniture,13969
580,Free,Furniture,60415
581,Cultural,Furniture,93788
582,Question,Electronics,21054
583,Clearly,Grocery,31655
584,Brother,Furniture,63453
585,Stuff,Furniture,82290
586,ChGrains,Clothing,45126
587,Industry,Furniture,47076
588,Couple,Clothing,80678
589,Senior,Grocery,91602
590,Think,Electronics,45195
591,Scientist,Electronics,14370
592,Put,Grocery,31008
593,Act,Electronics,15623
594,Business,Grocery,62533
595,Charge,Grocery,47168
596,Economy,Grocery,20091
597,Fall,Electronics,10875
598,Responsibility,Clothing,77901
599,Like,Grocery,85095
600,Employee,Furniture,61350
601,Black,Electronics,16773
602,Age,Grocery,27156
603,However,Grocery,6714
604,Thank,Furniture,7515
605,Traditional,Clothing,88791
606,Guy,Clothing,43984
607,Environment,Clothing,17064
608,Dinner,Grocery,37826
609,Security,Grocery,37144
610,Sort,Grocery,57249
611,When,Electronics,37644
612,Loss,Furniture,50076
613,Yourself,Grocery,32352
614,Allow,Furniture,3932
615,Effect,Furniture,90911
616,Represent,Clothing,80537
617,Race,Electronics,34248
618,Keep,Grocery,61340
619,Professional,Clothing,88554
620,Professional,Clothing,85176
621,Do,Grocery,77216
622,Might,Furniture,53559
623,Buy,Clothing,38502
624,Water,Furniture,57827
625,Every,Electronics,38678
626,Stock,Furniture,90553
627,Man,Electronics,22418
628,Region,Furniture,75815
629,Some,Clothing,77887
630,ChGrains,Clothing,85129
631,Guess,Electronics,20566
632,Here,Grocery,95842
633,Black,Electronics,45575
634,Article,Electronics,60242
635,Vote,Furniture,85260
636,Assume,Furniture,26664
637,Compare,Electronics,22512
638,Glass,Clothing,93626
639,City,Furniture,51101
640,Its,Grocery,57749
641,Strong,Furniture,61057
642,Decision,Furniture,35617
643,Would,Grocery,13256
644,Network,Electronics,23164
645,Community,Grocery,25811
646,Top,Electronics,30206
647,Good,Electronics,65558
648,Never,Electronics,16689
649,Crime,Grocery,89372
650,Us,Electronics,86611
651,Last,Clothing,7314
652,Say,Grocery,96217
653,Mrs,Clothing,85831
654,Turn,Electronics,27227
655,Learn,Furniture,5241
656,Among,Electronics,28984
657,Fine,Clothing,90521
658,Defense,Clothing,2808
659,Write,Grocery,18475
660,None,Furniture,15188
661,Not,Grocery,57715
662,Science,Clothing,45146
663,Travel,Electronics,10114
664,Bit,Furniture,64525
665,Whose,Electronics,3373
666,Feeling,Electronics,47235
667,Will,Furniture,30981
668,Risk,Grocery,97122
669,Career,Electronics,78177
670,Key,Clothing,8812
671,Police,Electronics,74804
672,House,Furniture,52974
673,Role,Furniture,69187
674,Nothing,Furniture,12397
675,Already,Grocery,27228
676,Live,Electronics,68468
677,Hundred,Grocery,94119
678,Capital,Grocery,87699
679,Continue,Furniture,88599
680,Field,Furniture,79058
681,Pressure,Grocery,33020
682,Kind,Electronics,11256
683,Spring,Clothing,11208
684,Maintain,Grocery,31945
685,Total,Electronics,2900
686,Campaign,Furniture,42812
687,Modern,Furniture,2710
688,Fall,Electronics,77703
689,Example,Clothing,33972
690,Whom,Furniture,10828
691,Edge,Furniture,95202
692,Partner,Furniture,95419
693,Huge,Electronics,20683
694,Military,Grocery,85874
695,Summer,Furniture,7363
696,International,Grocery,67550
697,Interest,Clothing,89385
698,Reason,Furniture,19556
699,Outside,Furniture,91218
700,Physical,Clothing,66042
701,Include,Furniture,13789
702,Low,Grocery,33034
703,Before,Electronics,33376
704,Structure,Grocery,19973
705,Information,Electronics,13150
706,Concern,Electronics,66316
707,No,Grocery,84544
708,Boy,Grocery,84140
709,Really,Grocery,21744
710,Analysis,Grocery,62121
711,Wrong,Clothing,37225
712,Trade,Furniture,66999
713,Site,Electronics,42391
714,Likely,Grocery,35160
715,Expect,Grocery,1638
716,Newspaper,Grocery,36276
717,Administration,Clothing,41620
718,Help,Grocery,25775
719,Build,Grocery,18387
720,His,Grocery,274
721,Minute,Furniture,92368
722,Summer,Clothing,35098
723,Quite,Grocery,53412
724,Between,Electronics,12212
725,Magazine,Electronics,75325
726,Ten,Electronics,44914
727,Hand,Clothing,85191
728,Issue,Clothing,50819
729,Budget,Electronics,34019
730,Structure,Grocery,73255
731,Two,Clothing,71669
732,Individual,Electronics,41428
733,Image,Electronics,70582
734,Tonight,Grocery,24718
735,Then,Furniture,34775
736,In,Clothing,19019
737,Assume,Grocery,4273
738,Camera,Electronics,26500
739,Professor,Electronics,50545
740,Opportunity,Grocery,70405
741,Appear,Clothing,37664
742,Easy,Furniture,45914
743,Listen,Furniture,79847
744,Miss,Electronics,88891
745,Check,Clothing,28062
746,Item,Furniture,84992
747,Hour,Clothing,85942
748,Natural,Clothing,70633
749,Rise,Electronics,56284
750,Sell,Furniture,83012
751,Perhaps,Grocery,10678
752,Difference,Electronics,18724
753,About,Furniture,39294
754,Begin,Furniture,489
755,Though,Furniture,99403
756,Ago,Furniture,67491
757,Above,Furniture,13894
758,Against,Clothing,58102
759,Half,Electronics,35631
760,Staff,Clothing,52915
761,Soon,Grocery,5086
762,Party,Furniture,32398
763,Watch,Electronics,1581
764,Direction,Furniture,56508
765,Possible,Electronics,69367
766,Old,Clothing,16935
767,TRUE,Electronics,27898
768,Opportunity,Grocery,91749
769,Among,Grocery,64987
770,Field,Electronics,19577
771,Try,Electronics,17366
772,Nice,Electronics,86428
773,Why,Electronics,86088
774,Anything,Grocery,43626
775,Their,Furniture,11989
776,Fund,Electronics,24435
777,Development,Electronics,11354
778,But,Grocery,86710
779,Medical,Grocery,11542
780,Than,Clothing,46389
781,Service,Electronics,53847
782,Onto,Clothing,37427
783,General,Grocery,16299
784,Three,Grocery,72927
785,I,Furniture,212
786,Mrs,Electronics,87151
787,Occur,Clothing,19681
788,Should,Grocery,59822
789,Trip,Grocery,92136
790,Information,Clothing,97662
791,Suddenly,Furniture,16623
792,Fall,Grocery,67060
793,Allow,Electronics,19652
794,Wonder,Grocery,10908
795,Whatever,Electronics,72625
796,Popular,Clothing,23720
797,Particularly,Electronics,987
798,Picture,Clothing,31902
799,Resource,Electronics,85124
800,Range,Clothing,95649
801,Community,Electronics,82038
802,Sign,Furniture,86841
803,Network,Electronics,26149
804,Current,Electronics,77889
805,Be,Furniture,84626
806,Receive,Grocery,7946
807,House,Grocery,90663
808,Skill,Electronics,46320
809,Part,Furniture,46263
810,Skill,Electronics,3865
811,Condition,Clothing,81586
812,National,Clothing,45370
813,Front,Electronics,75377
814,Reveal,Grocery,88378
815,My,Grocery,90339
816,Structure,Electronics,23031
817,Build,Electronics,89216
818,Become,Clothing,55733
819,Some,Grocery,80802
820,Likely,Electronics,52013
821,Fine,Clothing,94876
822,Meet,Grocery,26091
823,Civil,Furniture,54945
824,Really,Clothing,98605
825,Short,Grocery,55412
826,Place,Grocery,10661
827,Wait,Clothing,17001
828,Weight,Furniture,95656
829,Reality,Clothing,62975
830,Republican,Grocery,26017
831,Career,Electronics,62220
832,Brother,Electronics,2088
833,Quite,Clothing,14356
834,Win,Grocery,87828
835,Your,Electronics,28330
836,Parent,Grocery,59878
837,Lose,Clothing,45933
838,Need,Electronics,22725
839,Occur,Grocery,32188
840,Before,Electronics,79750
841,Modern,Clothing,41267
842,Finally,Grocery,71391
843,Art,Electronics,65403
844,Act,Clothing,76461
845,Address,Electronics,88329
846,Crime,Electronics,4217
847,Down,Furniture,90365
848,Also,Furniture,97818
849,Second,Clothing,60810
850,Tell,Furniture,94526
851,List,Clothing,94976
852,Teach,Furniture,67154
853,Just,Electronics,31049
854,Policy,Clothing,22647
855,Party,Clothing,81982
856,Common,Electronics,68236
857,Dark,Clothing,64719
858,Heart,Clothing,61942
859,Discussion,Furniture,94903
860,Pay,Clothing,27090
861,Good,Grocery,16293
862,Specific,Electronics,30209
863,Particular,Furniture,19333
864,Sign,Furniture,81830
865,Here,Grocery,34610
866,Religious,Electronics,1406
867,Form,Electronics,3949
868,Also,Furniture,12460
869,Of,Clothing,94867
870,Degree,Furniture,45900
871,Special,Electronics,37063
872,Seven,Grocery,54430
873,Story,Furniture,51807
874,Authority,Electronics,18789
875,Reveal,Furniture,29184
876,Course,Clothing,40487
877,Middle,Furniture,74916
878,Find,Furniture,2742
879,Reflect,Electronics,42237
880,Father,Electronics,79932
881,Wish,Electronics,55661
882,Ever,Furniture,62360
883,Cultural,Clothing,15538
884,High,Grocery,48542
885,Wrong,Grocery,3094
886,Notice,Electronics,99675
887,Perhaps,Electronics,1913
888,Tree,Furniture,93127
889,Upon,Grocery,84481
890,Scene,Electronics,55376
891,Both,Clothing,41343
892,Movement,Clothing,63012
893,Weight,Electronics,60372
894,Grains,Electronics,42151
895,Effect,Grocery,78954
896,Ball,Grocery,82836
897,Worker,Furniture,65718
898,Effect,Grocery,2020
899,Major,Clothing,77319
900,Peace,Clothing,76972
901,Mrs,Electronics,81232
902,Success,Grocery,2193
903,Close,Furniture,13005
904,Show,Clothing,24451
905,Arm,Clothing,31081
906,Plant,Furniture,74003
907,Back,Furniture,70921
908,Even,Clothing,82389
909,Upon,Clothing,84121
910,Computer,Furniture,78613
911,Debate,Clothing,19974
912,Consider,Electronics,51031
913,Owner,Electronics,7774
914,Public,Furniture,50616
915,Hundred,Grocery,94674
916,Company,Furniture,60786
917,Remain,Furniture,94951
918,Training,Grocery,69312
919,Enough,Grocery,2526
920,Lay,Grocery,90109
921,Organization,Electronics,68598
922,Question,Clothing,30043
923,Scene,Electronics,66495
924,Interest,Clothing,44916
925,Son,Electronics,4238
926,Throughout,Clothing,91276
927,Deep,Electronics,76045
928,Use,Grocery,4117
929,Seem,Furniture,10551
930,Feeling,Electronics,63056
931,People,Clothing,93963
932,Go,Grocery,10378
933,Issue,Electronics,90580
934,Significant,Electronics,43864
935,A,Grocery,1234
936,Significant,Electronics,63043
937,Such,Furniture,95767
938,Deal,Electronics,54418
939,Quickly,Furniture,60228
940,Economic,Furniture,88156
941,Stuff,Grocery,21969
942,Compare,Electronics,5139
943,Knowledge,Grocery,21381
944,Visit,Electronics,10542
945,Degree,Electronics,73888
946,South,Clothing,27686
947,Hour,Electronics,53153
948,Its,Grocery,50589
949,Interview,Furniture,83204
950,Condition,Electronics,86446
951,Hope,Clothing,67187
952,Level,Grocery,12725
953,Really,Electronics,34497
954,Direction,Grocery,58771
955,Scientist,Clothing,91885
956,Senior,Clothing,66997
957,Carry,Grocery,26249
958,Positive,Electronics,60130
959,And,Furniture,70006
960,Consider,Clothing,5383
961,Process,Electronics,7710
962,Together,Electronics,43426
963,Author,Furniture,15024
964,Anything,Clothing,76262
965,Painting,Clothing,969
966,Model,Electronics,97188
967,Rich,Electronics,1114
968,Lot,Furniture,10203
969,Head,Furniture,82622
970,By,Clothing,96107
971,Describe,Grocery,33558
972,Cold,Clothing,90705
973,Republican,Electronics,82509
974,Finish,Clothing,23348
975,Maybe,Grocery,89260
976,Mr,Furniture,43616
977,Ago,Grocery,29161
978,Lot,Grocery,24270
979,Night,Grocery,8124
980,Reason,Furniture,82314
981,Box,Grocery,86047
982,Think,Grocery,43903
983,Hope,Grocery,19396
984,Quite,Electronics,91929
985,Scientist,Grocery,92808
986,Interesting,Furniture,86764
987,Give,Grocery,18357
988,East,Grocery,12955
989,Offer,Furniture,85278
990,Republican,Grocery,20125
991,List,Furniture,4558
992,Manager,Grocery,63710
993,Across,Furniture,70943
994,Might,Grocery,84061
995,Strong,Grocery,49931
996,Sport,Electronics,43527
997,Family,Electronics,93909
998,Side,Grocery,38606
999,Life,Grocery,5768
1000,Explain,Clothing,91570
1001,Nice,Furniture,47295
1002,Success,Clothing,73333
1003,Something,Electronics,24517
1004,Let,Electronics,82082
1005,Manage,Electronics,10851
1006,Ahead,Electronics,46318
1007,Represent,Grocery,7452
1008,Training,Electronics,79152
1009,Do,Grocery,88935
1010,Least,Grocery,97593
1011,State,Electronics,29027
1012,Week,Electronics,41194
1013,Then,Furniture,54222
1014,One,Clothing,29593
1015,Painting,Electronics,92347
1016,Half,Furniture,73639
1017,Fire,Furniture,31807
1018,Likely,Clothing,68914
1019,It,Grocery,7396
1020,Institution,Electronics,25498
1021,Surface,Clothing,35942
1022,Statement,Electronics,13361
1023,Heart,Furniture,76809
1024,Half,Furniture,96085
1025,Certainly,Grocery,56804
